index;CD_MUNICIPIO_IBGE;Município;UF;Turno;Nome candidato;Partido;Cargo;Votos válidos;Votos nominais;ano;renda_pc;prop_ocupados_agropecuaria;prop_ocupados_comercio;prop_ocupados_construcao;prop_ocupados_servicos;prop_ocupados_transformacao;idhm;idhm_r
150;4305108;CAXIAS DO SUL;RS;1;JAIR MESSIAS BOLSONARO;PL;Presidente;269592;155130;2010.0;1253.93;3.84;14.32;5.69;36.87;31.71;0.782;0.812
151;3300456;BELFORD ROXO;RJ;2;JAIR MESSIAS BOLSONARO;PL;Presidente;257599;155071;2010.0;491.51;0.28;19.0;10.4;51.98;9.59;0.684;0.662
152;3513801;DIADEMA;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;257228;154387;2010.0;694.55;0.21;13.14;4.98;41.31;26.66;0.757;0.717
153;3552205;SOROCABA;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;396409;154335;2010.0;1107.19;0.8;15.87;8.45;45.4;21.75;0.798;0.792
154;5201108;ANÁPOLIS;GO;2;JAIR MESSIAS BOLSONARO;PL;Presidente;217467;153507;2010.0;785.17;3.64;20.73;8.33;45.17;15.9;0.737;0.737
155;1100205;PORTO VELHO;RO;1;JAIR MESSIAS BOLSONARO;PL;Presidente;269018;152878;2010.0;929.19;6.27;15.38;12.82;49.35;4.99;0.736;0.764
156;3118601;CONTAGEM;MG;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;359441;151516;2010.0;824.3;0.95;18.2;7.06;46.44;15.97;0.756;0.745
157;3305109;SÃO JOÃO DE MERITI;RJ;1;JAIR MESSIAS BOLSONARO;PL;Presidente;275807;149764;2010.0;597.57;0.18;20.42;8.02;52.92;11.09;0.719;0.693
158;5201405;APARECIDA DE GOIÂNIA;GO;2;JAIR MESSIAS BOLSONARO;PL;Presidente;256815;148793;2010.0;689.3;1.44;17.22;12.01;45.25;13.84;0.718;0.716
159;4205407;FLORIANÓPOLIS;SC;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;317839;148344;2010.0;1798.12;1.25;16.1;6.57;66.68;4.56;0.847;0.87
160;3303302;NITERÓI;RJ;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;316544;147370;2010.0;2000.29;0.42;13.03;5.23;69.25;5.31;0.837;0.887
161;2607901;JABOATÃO DOS GUARARAPES;PE;1;JAIR MESSIAS BOLSONARO;PL;Presidente;367250;147345;2010.0;593.9;1.03;21.39;7.69;51.76;10.21;0.717;0.692
162;3205200;VILA VELHA;ES;1;JAIR MESSIAS BOLSONARO;PL;Presidente;268227;147059;2010.0;1211.79;0.88;19.07;8.5;51.4;11.26;0.8;0.807
163;4205407;FLORIANÓPOLIS;SC;1;JAIR MESSIAS BOLSONARO;PL;Presidente;320467;146358;2010.0;1798.12;1.25;16.1;6.57;66.68;4.56;0.847;0.87
164;3548500;SANTOS;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;259567;145874;2010.0;1693.65;0.42;16.27;4.32;65.49;6.83;0.84;0.861
165;2609600;OLINDA;PE;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;246248;144847;2010.0;640.13;0.55;19.37;7.24;59.0;6.56;0.735;0.704
166;1400100;BOA VISTA;RR;2;JAIR MESSIAS BOLSONARO;PL;Presidente;182211;144799;2010.0;786.55;4.37;16.18;8.18;55.1;3.75;0.752;0.737
167;3513801;DIADEMA;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;256536;144525;2010.0;694.55;0.21;13.14;4.98;41.31;26.66;0.757;0.717
168;3549904;SÃO JOSÉ DOS CAMPOS;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;428018;143732;2010.0;1190.96;1.18;14.51;9.62;50.76;14.66;0.807;0.804
169;2800308;ARACAJU;SE;2;JAIR MESSIAS BOLSONARO;PL;Presidente;333364;142489;2010.0;1052.03;1.15;17.49;7.22;58.13;6.05;0.77;0.784
170;1200401;RIO BRANCO;AC;2;JAIR MESSIAS BOLSONARO;PL;Presidente;195963;142090;2010.0;744.67;5.13;17.15;9.21;55.38;4.47;0.727;0.729
171;3136702;JUIZ DE FORA;MG;2;JAIR MESSIAS BOLSONARO;PL;Presidente;322605;141651;2010.0;1050.88;2.63;17.17;8.24;53.73;11.42;0.778;0.784
172;3552205;SOROCABA;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;395810;141106;2010.0;1107.19;0.8;15.87;8.45;45.4;21.75;0.798;0.792
173;2609600;OLINDA;PE;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;247023;140857;2010.0;640.13;0.55;19.37;7.24;59.0;6.56;0.735;0.704
174;3205002;SERRA;ES;2;JAIR MESSIAS BOLSONARO;PL;Presidente;263677;140048;2010.0;705.89;1.11;16.11;12.61;46.71;12.15;0.739;0.72
175;3543402;RIBEIRÃO PRETO;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;346147;139784;2010.0;1314.04;1.14;19.02;6.78;53.08;11.16;0.8;0.82
176;3530607;MOGI DAS CRUZES;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;245153;139298;2010.0;916.81;4.6;15.56;8.35;47.86;15.45;0.783;0.762
177;4202404;BLUMENAU;SC;1;JAIR MESSIAS BOLSONARO;PL;Presidente;208596;139214;2010.0;1253.17;0.87;15.21;6.64;40.18;29.79;0.806;0.812
178;1500800;ANANINDEUA;PA;2;JAIR MESSIAS BOLSONARO;PL;Presidente;276384;138978;2010.0;564.76;1.89;24.22;10.06;49.59;7.24;0.718;0.684
179;3538709;PIRACICABA;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;227384;138959;2010.0;1143.2;2.24;16.75;7.59;45.06;19.49;0.785;0.797
180;3525904;JUNDIAÍ;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;252425;138594;2010.0;1431.55;1.78;15.58;5.23;48.48;21.43;0.822;0.834
181;2211001;TERESINA;PI;1;JAIR MESSIAS BOLSONARO;PL;Presidente;483136;138320;2010.0;757.57;3.36;20.45;8.91;55.22;7.62;0.751;0.731
182;3300456;BELFORD ROXO;RJ;1;JAIR MESSIAS BOLSONARO;PL;Presidente;251334;137708;2010.0;491.51;0.28;19.0;10.4;51.98;9.59;0.684;0.662
183;1500800;ANANINDEUA;PA;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;276384;137406;2010.0;564.76;1.89;24.22;10.06;49.59;7.24;0.718;0.684
184;4115200;MARINGÁ;PR;1;JAIR MESSIAS BOLSONARO;PL;Presidente;229457;136721;2010.0;1202.63;2.19;20.93;6.73;49.38;14.73;0.808;0.806
185;1400100;BOA VISTA;RR;1;JAIR MESSIAS BOLSONARO;PL;Presidente;188445;136176;2010.0;786.55;4.37;16.18;8.18;55.1;3.75;0.752;0.737
186;4205407;FLORIANÓPOLIS;SC;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;320467;135981;2010.0;1798.12;1.25;16.1;6.57;66.68;4.56;0.847;0.87
187;3303302;NITERÓI;RJ;1;JAIR MESSIAS BOLSONARO;PL;Presidente;316544;135810;2010.0;2000.29;0.42;13.03;5.23;69.25;5.31;0.837;0.887
188;3304557;RIO DE JANEIRO;RJ;1;CIRO FERREIRA GOMES;PDT;Presidente;3608284;135073;2010.0;1492.63;0.31;16.44;5.91;61.93;6.32;0.799;0.84
189;5201108;ANÁPOLIS;GO;1;JAIR MESSIAS BOLSONARO;PL;Presidente;213604;134635;2010.0;785.17;3.64;20.73;8.33;45.17;15.9;0.737;0.737
190;5103403;CUIABÁ;MT;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;347639;133852;2010.0;1161.49;2.4;17.2;7.69;54.71;6.45;0.785;0.8
191;2304400;FORTALEZA;CE;1;CIRO FERREIRA GOMES;PDT;Presidente;1507639;130584;2010.0;846.36;0.8;20.23;6.23;51.55;13.8;0.754;0.749
192;4119905;PONTA GROSSA;PR;2;JAIR MESSIAS BOLSONARO;PL;Presidente;200456;130481;2010.0;877.1;4.52;17.84;9.26;49.49;13.02;0.763;0.755
193;1200401;RIO BRANCO;AC;1;JAIR MESSIAS BOLSONARO;PL;Presidente;203629;130393;2010.0;744.67;5.13;17.15;9.21;55.38;4.47;0.727;0.729
194;3526902;LIMEIRA;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;176126;129373;2010.0;910.85;3.2;16.33;7.34;37.79;26.25;0.775;0.761
195;5201405;APARECIDA DE GOIÂNIA;GO;1;JAIR MESSIAS BOLSONARO;PL;Presidente;252962;128323;2010.0;689.3;1.44;17.22;12.01;45.25;13.84;0.718;0.716
196;5103403;CUIABÁ;MT;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;348309;127067;2010.0;1161.49;2.4;17.2;7.69;54.71;6.45;0.785;0.8
197;1500800;ANANINDEUA;PA;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;278875;126428;2010.0;564.76;1.89;24.22;10.06;49.59;7.24;0.718;0.684
198;3529401;MAUÁ;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;237590;126418;2010.0;709.25;0.33;16.13;7.83;41.3;25.16;0.766;0.721
199;3548500;SANTOS;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;261974;126156;2010.0;1693.65;0.42;16.27;4.32;65.49;6.83;0.84;0.861
200;3205002;SERRA;ES;1;JAIR MESSIAS BOLSONARO;PL;Presidente;266209;125603;2010.0;705.89;1.11;16.11;12.61;46.71;12.15;0.739;0.72
201;3506003;BAURU;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;205714;125569;2010.0;1163.86;1.4;18.59;7.56;53.81;12.17;0.801;0.8
202;3543402;RIBEIRÃO PRETO;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;342895;125555;2010.0;1314.04;1.14;19.02;6.78;53.08;11.16;0.8;0.82
203;4104808;CASCAVEL;PR;2;JAIR MESSIAS BOLSONARO;PL;Presidente;187441;125392;2010.0;1003.38;5.83;20.48;8.27;44.65;13.33;0.782;0.776
204;1600303;MACAPÁ;AP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;228071;125261;2010.0;717.88;3.73;18.79;8.97;54.41;3.83;0.733;0.723
205;2800308;ARACAJU;SE;1;JAIR MESSIAS BOLSONARO;PL;Presidente;336702;124846;2010.0;1052.03;1.15;17.49;7.22;58.13;6.05;0.77;0.784
206;2504009;CAMPINA GRANDE;PB;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;240527;124668;2010.0;630.03;4.38;21.11;7.33;48.75;12.38;0.72;0.702
207;2910800;FEIRA DE SANTANA;BA;2;JAIR MESSIAS BOLSONARO;PL;Presidente;345760;124354;2010.0;662.24;6.54;22.39;9.02;43.26;11.56;0.712;0.71
208;3106705;BETIM;MG;2;JAIR MESSIAS BOLSONARO;PL;Presidente;236178;123818;2010.0;660.56;1.79;14.24;10.47;44.5;21.66;0.749;0.709
209;3205002;SERRA;ES;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;263677;123629;2010.0;705.89;1.11;16.11;12.61;46.71;12.15;0.739;0.72
210;2611101;PETROLINA;PE;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;182753;123571;2010.0;605.06;25.42;18.74;7.9;37.07;5.3;0.697;0.695
211;3136702;JUIZ DE FORA;MG;1;JAIR MESSIAS BOLSONARO;PL;Presidente;317458;121945;2010.0;1050.88;2.63;17.17;8.24;53.73;11.42;0.778;0.784
212;1500800;ANANINDEUA;PA;1;JAIR MESSIAS BOLSONARO;PL;Presidente;278875;121572;2010.0;564.76;1.89;24.22;10.06;49.59;7.24;0.718;0.684
213;2303709;CAUCAIA;CE;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;195880;121053;2010.0;379.63;5.41;18.54;10.48;42.02;16.4;0.682;0.62
214;2611101;PETROLINA;PE;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;183869;120083;2010.0;605.06;25.42;18.74;7.9;37.07;5.3;0.697;0.695
215;3516200;FRANCA;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;187399;119713;2010.0;846.57;2.45;16.89;5.64;33.16;35.45;0.78;0.749
216;3205002;SERRA;ES;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;266209;119399;2010.0;705.89;1.11;16.11;12.61;46.71;12.15;0.739;0.72
217;3510609;CARAPICUÍBA;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;222280;118877;2010.0;712.78;0.18;15.01;7.94;50.12;13.08;0.749;0.721
218;2504009;CAMPINA GRANDE;PB;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;241623;118874;2010.0;630.03;4.38;21.11;7.33;48.75;12.38;0.72;0.702
219;3530607;MOGI DAS CRUZES;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;246956;117687;2010.0;916.81;4.6;15.56;8.35;47.86;15.45;0.783;0.762
220;3554102;TAUBATÉ;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;177494;117578;2010.0;1011.95;1.46;15.01;7.83;48.53;20.61;0.8;0.778
221;2933307;VITÓRIA DA CONQUISTA;BA;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;201535;117516;2010.0;555.66;10.97;20.53;8.29;42.91;9.6;0.678;0.681
222;3526902;LIMEIRA;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;173701;116868;2010.0;910.85;3.2;16.33;7.34;37.79;26.25;0.775;0.761
223;3529401;MAUÁ;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;236974;116755;2010.0;709.25;0.33;16.13;7.83;41.3;25.16;0.766;0.721
224;3143302;MONTES CLAROS;MG;2;JAIR MESSIAS BOLSONARO;PL;Presidente;227835;116755;2010.0;650.62;5.6;20.82;10.35;50.88;9.53;0.77;0.707
225;3201308;CARIACICA;ES;2;JAIR MESSIAS BOLSONARO;PL;Presidente;206951;116698;2010.0;620.89;1.28;19.79;10.7;50.07;9.53;0.718;0.699
226;2504009;CAMPINA GRANDE;PB;2;JAIR MESSIAS BOLSONARO;PL;Presidente;240527;115859;2010.0;630.03;4.38;21.11;7.33;48.75;12.38;0.72;0.702
227;2307304;JUAZEIRO DO NORTE;CE;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;151382;115524;2010.0;439.53;4.61;27.38;7.71;39.0;17.48;0.694;0.644
228;3205309;VITÓRIA;ES;2;JAIR MESSIAS BOLSONARO;PL;Presidente;210771;115293;2010.0;1866.58;0.74;14.89;5.67;61.7;6.69;0.845;0.876
229;2303709;CAUCAIA;CE;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;194801;114030;2010.0;379.63;5.41;18.54;10.48;42.02;16.4;0.682;0.62
230;1600303;MACAPÁ;AP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;247365;113733;2010.0;717.88;3.73;18.79;8.97;54.41;3.83;0.733;0.723
231;3548500;SANTOS;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;259567;113693;2010.0;1693.65;0.42;16.27;4.32;65.49;6.83;0.84;0.861
232;2604106;CARUARU;PE;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;196200;113187;2010.0;553.99;5.86;23.04;5.98;35.74;22.51;0.677;0.681
233;3305109;SÃO JOÃO DE MERITI;RJ;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;281265;112389;2010.0;597.57;0.18;20.42;8.02;52.92;11.09;0.719;0.693
234;3106705;BETIM;MG;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;236178;112360;2010.0;660.56;1.79;14.24;10.47;44.5;21.66;0.749;0.709
235;2933307;VITÓRIA DA CONQUISTA;BA;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;201970;111892;2010.0;555.66;10.97;20.53;8.29;42.91;9.6;0.678;0.681
236;3529401;MAUÁ;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;237590;111172;2010.0;709.25;0.33;16.13;7.83;41.3;25.16;0.766;0.721
237;3143302;MONTES CLAROS;MG;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;227835;111080;2010.0;650.62;5.6;20.82;10.35;50.88;9.53;0.77;0.707
238;4125506;SÃO JOSÉ DOS PINHAIS;PR;2;JAIR MESSIAS BOLSONARO;PL;Presidente;167698;111043;2010.0;846.93;3.9;14.62;7.85;43.72;19.07;0.758;0.749
239;3303906;PETRÓPOLIS;RJ;2;JAIR MESSIAS BOLSONARO;PL;Presidente;177984;110803;2010.0;922.49;1.71;16.16;7.78;47.07;16.05;0.745;0.763
240;3510609;CARAPICUÍBA;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;221422;110774;2010.0;712.78;0.18;15.01;7.94;50.12;13.08;0.749;0.721
241;4104808;CASCAVEL;PR;1;JAIR MESSIAS BOLSONARO;PL;Presidente;184415;110246;2010.0;1003.38;5.83;20.48;8.27;44.65;13.33;0.782;0.776
242;3506003;BAURU;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;204607;110151;2010.0;1163.86;1.4;18.59;7.56;53.81;12.17;0.801;0.8
243;3505708;BARUERI;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;212684;109971;2010.0;1095.84;0.3;12.83;8.15;50.62;16.07;0.786;0.791
244;4119905;PONTA GROSSA;PR;1;JAIR MESSIAS BOLSONARO;PL;Presidente;197869;109833;2010.0;877.1;4.52;17.84;9.26;49.49;13.02;0.763;0.755
245;2604106;CARUARU;PE;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;195286;109406;2010.0;553.99;5.86;23.04;5.98;35.74;22.51;0.677;0.681
246;2307304;JUAZEIRO DO NORTE;CE;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;150334;109039;2010.0;439.53;4.61;27.38;7.71;39.0;17.48;0.694;0.644
247;2610707;PAULISTA;PE;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;186826;108875;2010.0;528.04;0.86;19.9;7.79;55.04;9.21;0.732;0.673
248;4304606;CANOAS;RS;2;JAIR MESSIAS BOLSONARO;PL;Presidente;196994;108143;2010.0;952.13;0.81;19.01;7.43;50.54;14.94;0.75;0.768
249;5201405;APARECIDA DE GOIÂNIA;GO;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;256815;108022;2010.0;689.3;1.44;17.22;12.01;45.25;13.84;0.718;0.716
250;4314407;PELOTAS;RS;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;191816;107854;2010.0;894.35;8.36;18.49;7.45;51.67;6.95;0.739;0.758
251;3305109;SÃO JOÃO DE MERITI;RJ;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;275807;107385;2010.0;597.57;0.18;20.42;8.02;52.92;11.09;0.719;0.693
252;2910800;FEIRA DE SANTANA;BA;1;JAIR MESSIAS BOLSONARO;PL;Presidente;343287;107271;2010.0;662.24;6.54;22.39;9.02;43.26;11.56;0.712;0.71
253;3106705;BETIM;MG;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;233036;106684;2010.0;660.56;1.79;14.24;10.47;44.5;21.66;0.749;0.709
254;3106705;BETIM;MG;1;JAIR MESSIAS BOLSONARO;PL;Presidente;233036;105877;2010.0;660.56;1.79;14.24;10.47;44.5;21.66;0.749;0.709
255;3530607;MOGI DAS CRUZES;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;245153;105855;2010.0;916.81;4.6;15.56;8.35;47.86;15.45;0.783;0.762
256;2610707;PAULISTA;PE;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;187020;105562;2010.0;528.04;0.86;19.9;7.79;55.04;9.21;0.732;0.673
257;5300108;BRASÍLIA;DF;1;SIMONE NASSAR TEBET;MDB;Presidente;1762575;105377;2010.0;1715.11;1.84;14.55;6.28;62.48;4.25;0.824;0.863
258;3541000;PRAIA GRANDE;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;180208;105028;2010.0;820.97;0.42;20.08;11.34;52.98;8.48;0.754;0.744
259;3201308;CARIACICA;ES;1;JAIR MESSIAS BOLSONARO;PL;Presidente;208749;104677;2010.0;620.89;1.28;19.79;10.7;50.07;9.53;0.718;0.699
260;3516200;FRANCA;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;184859;104625;2010.0;846.57;2.45;16.89;5.64;33.16;35.45;0.78;0.749
261;4108304;FOZ DO IGUAÇU;PR;2;JAIR MESSIAS BOLSONARO;PL;Presidente;157494;104235;2010.0;842.26;2.26;23.21;8.2;51.64;5.62;0.751;0.748
262;3205200;VILA VELHA;ES;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;265803;103870;2010.0;1211.79;0.88;19.07;8.5;51.4;11.26;0.8;0.807
263;3143302;MONTES CLAROS;MG;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;222382;103694;2010.0;650.62;5.6;20.82;10.35;50.88;9.53;0.77;0.707
264;3510609;CARAPICUÍBA;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;222280;103403;2010.0;712.78;0.18;15.01;7.94;50.12;13.08;0.749;0.721
265;3554102;TAUBATÉ;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;176267;102993;2010.0;1011.95;1.46;15.01;7.83;48.53;20.61;0.8;0.778
266;3513801;DIADEMA;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;257228;102841;2010.0;694.55;0.21;13.14;4.98;41.31;26.66;0.757;0.717
267;1600303;MACAPÁ;AP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;228071;102810;2010.0;717.88;3.73;18.79;8.97;54.41;3.83;0.733;0.723
268;3505708;BARUERI;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;212684;102713;2010.0;1095.84;0.3;12.83;8.15;50.62;16.07;0.786;0.791
269;3205309;VITÓRIA;ES;1;JAIR MESSIAS BOLSONARO;PL;Presidente;213026;102641;2010.0;1866.58;0.74;14.89;5.67;61.7;6.69;0.845;0.876
270;2504009;CAMPINA GRANDE;PB;1;JAIR MESSIAS BOLSONARO;PL;Presidente;241623;102633;2010.0;630.03;4.38;21.11;7.33;48.75;12.38;0.72;0.702
271;1506807;SANTARÉM;PA;2;JAIR MESSIAS BOLSONARO;PL;Presidente;184638;102608;2010.0;409.07;21.32;18.6;7.51;39.34;6.99;0.691;0.632
272;3300456;BELFORD ROXO;RJ;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;257599;102528;2010.0;491.51;0.28;19.0;10.4;51.98;9.59;0.684;0.662
273;3551009;SÃO VICENTE;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;188857;102155;2010.0;789.32;0.4;16.94;7.5;58.9;8.35;0.768;0.738
274;2609600;OLINDA;PE;2;JAIR MESSIAS BOLSONARO;PL;Presidente;246248;101401;2010.0;640.13;0.55;19.37;7.24;59.0;6.56;0.735;0.704
275;1600303;MACAPÁ;AP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;247365;101129;2010.0;717.88;3.73;18.79;8.97;54.41;3.83;0.733;0.723
276;2905701;CAMAÇARI;BA;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;150367;101063;2010.0;553.18;2.98;15.29;14.17;39.93;16.06;0.694;0.681
277;5201405;APARECIDA DE GOIÂNIA;GO;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;252962;100800;2010.0;689.3;1.44;17.22;12.01;45.25;13.84;0.718;0.716
278;3301009;CAMPOS DOS GOYTACAZES;RJ;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;272426;100427;2010.0;682.59;4.77;16.18;10.46;49.74;8.29;0.716;0.715
279;4314407;PELOTAS;RS;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;193552;100306;2010.0;894.35;8.36;18.49;7.45;51.67;6.95;0.739;0.758
280;3143302;MONTES CLAROS;MG;1;JAIR MESSIAS BOLSONARO;PL;Presidente;222382;99858;2010.0;650.62;5.6;20.82;10.35;50.88;9.53;0.77;0.707
281;3518701;GUARUJÁ;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;176041;99610;2010.0;745.0;1.61;16.34;10.43;57.47;5.69;0.751;0.729
282;3523107;ITAQUAQUECETUBA;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;186528;99364;2010.0;502.85;0.7;15.08;9.91;38.98;21.72;0.714;0.665
283;3548500;SANTOS;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;261974;99198;2010.0;1693.65;0.42;16.27;4.32;65.49;6.83;0.84;0.861
284;3552809;TABOÃO DA SERRA;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;169492;99036;2010.0;812.19;0.32;15.55;7.74;55.35;13.0;0.769;0.742
285;3170107;UBERABA;MG;2;JAIR MESSIAS BOLSONARO;PL;Presidente;182467;98568;2010.0;978.01;5.16;16.48;8.75;49.34;12.79;0.772;0.772
286;3300456;BELFORD ROXO;RJ;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;251334;97771;2010.0;491.51;0.28;19.0;10.4;51.98;9.59;0.684;0.662
287;4208203;ITAJAÍ;SC;2;JAIR MESSIAS BOLSONARO;PL;Presidente;133669;97531;2010.0;1014.0;2.6;20.71;6.91;47.94;16.35;0.795;0.778
288;3303906;PETRÓPOLIS;RJ;1;JAIR MESSIAS BOLSONARO;PL;Presidente;176182;97310;2010.0;922.49;1.71;16.16;7.78;47.07;16.05;0.745;0.763
289;3205200;VILA VELHA;ES;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;268227;97141;2010.0;1211.79;0.88;19.07;8.5;51.4;11.26;0.8;0.807
290;2905701;CAMAÇARI;BA;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;149384;96759;2010.0;553.18;2.98;15.29;14.17;39.93;16.06;0.694;0.681
291;4313409;NOVO HAMBURGO;RS;2;JAIR MESSIAS BOLSONARO;PL;Presidente;139933;95799;2010.0;1011.62;1.41;16.44;6.41;38.33;32.11;0.747;0.778
292;3530607;MOGI DAS CRUZES;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;246956;95769;2010.0;916.81;4.6;15.56;8.35;47.86;15.45;0.783;0.762
293;1721000;PALMAS;TO;2;JAIR MESSIAS BOLSONARO;PL;Presidente;158676;95715;2010.0;1087.35;3.12;16.57;10.36;55.43;5.02;0.788;0.789
294;3205309;VITÓRIA;ES;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;210771;95478;2010.0;1866.58;0.74;14.89;5.67;61.7;6.69;0.845;0.876
295;4125506;SÃO JOSÉ DOS PINHAIS;PR;1;JAIR MESSIAS BOLSONARO;PL;Presidente;165009;95327;2010.0;846.93;3.9;14.62;7.85;43.72;19.07;0.758;0.749
296;2408003;MOSSORÓ;RN;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;150488;95281;2010.0;600.28;5.67;19.72;9.78;43.71;8.52;0.72;0.694
297;4108304;FOZ DO IGUAÇU;PR;1;JAIR MESSIAS BOLSONARO;PL;Presidente;156292;95147;2010.0;842.26;2.26;23.21;8.2;51.64;5.62;0.751;0.748
298;3127701;GOVERNADOR VALADARES;MG;2;JAIR MESSIAS BOLSONARO;PL;Presidente;151212;94975;2010.0;678.74;4.69;21.33;9.15;48.74;8.9;0.727;0.714
299;3505708;BARUERI;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;214198;94634;2010.0;1095.84;0.3;12.83;8.15;50.62;16.07;0.786;0.791
300;3301009;CAMPOS DOS GOYTACAZES;RJ;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;274762;93871;2010.0;682.59;4.77;16.18;10.46;49.74;8.29;0.716;0.715
