index;CD_MUNICIPIO_IBGE;Município;UF;Turno;Nome candidato;Partido;Cargo;Votos válidos;Votos nominais;ano;renda_pc;prop_ocupados_agropecuaria;prop_ocupados_comercio;prop_ocupados_construcao;prop_ocupados_servicos;prop_ocupados_transformacao;idhm;idhm_r
1020;3131703;ITABIRA;MG;2;JAIR MESSIAS BOLSONARO;PL;Presidente;71230;32928;2010.0;744.61;5.88;14.18;11.65;43.64;6.42;0.756;0.729
1021;3300100;ANGRA DOS REIS;RJ;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;98537;32899;2010.0;798.68;2.21;13.71;13.53;47.69;12.19;0.724;0.74
1022;2311801;RUSSAS;CE;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;46180;32874;2010.0;372.43;23.17;14.97;5.41;28.42;24.62;0.674;0.617
1023;4105508;CIANORTE;PR;2;JAIR MESSIAS BOLSONARO;PL;Presidente;45364;32866;2010.0;837.13;7.98;15.7;7.79;33.7;27.63;0.755;0.747
1024;3543303;RIBEIRÃO PIRES;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;67518;32866;2010.0;847.11;1.08;13.8;6.06;42.42;23.04;0.784;0.749
1025;1506138;REDENÇÃO;PA;2;JAIR MESSIAS BOLSONARO;PL;Presidente;47359;32790;2010.0;529.54;17.32;19.73;8.87;38.79;6.54;0.672;0.674
1026;2108603;PINHEIRO;MA;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;43911;32787;2010.0;292.88;35.11;17.06;9.12;31.07;4.5;0.637;0.579
1027;4303103;CACHOEIRINHA;RS;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;78990;32734;2010.0;844.04;0.36;22.4;7.63;45.76;20.5;0.757;0.749
1028;2402600;CEARÁ-MIRIM;RN;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;45207;32726;2010.0;332.89;15.52;15.98;10.08;39.44;11.48;0.616;0.599
1029;3534708;OURINHOS;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;58318;32696;2010.0;868.91;3.12;18.16;7.96;47.56;15.63;0.778;0.753
1030;3305505;SAQUAREMA;RJ;1;JAIR MESSIAS BOLSONARO;PL;Presidente;53881;32668;2010.0;681.62;4.5;17.96;17.18;48.6;5.29;0.709;0.714
1031;3302270;JAPERI;RJ;2;JAIR MESSIAS BOLSONARO;PL;Presidente;56035;32666;2010.0;420.15;1.71;15.48;16.73;52.12;6.43;0.659;0.637
1032;3538006;PINDAMONHANGABA;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;90628;32659;2010.0;826.02;4.0;14.7;10.46;44.47;21.49;0.773;0.745
1033;3556701;VINHEDO;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;48663;32648;2010.0;1493.32;2.0;13.54;7.5;42.92;20.85;0.817;0.84
1034;3556503;VÁRZEA PAULISTA;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;63654;32646;2010.0;706.02;1.06;14.67;8.07;38.1;27.04;0.759;0.72
1035;1302603;MANAUS;AM;1;CIRO FERREIRA GOMES;PDT;Presidente;1163097;32622;2010.0;790.27;1.31;18.1;7.68;47.54;16.37;0.737;0.738
1036;1600600;SANTANA;AP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;68161;32615;2010.0;469.24;5.96;17.78;8.65;49.19;5.46;0.692;0.654
1037;2932903;VALENÇA;BA;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;47890;32599;2010.0;376.23;29.69;16.88;7.5;34.86;5.42;0.623;0.619
1038;3146107;OURO PRETO;MG;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;48979;32572;2010.0;710.55;6.53;13.14;11.7;49.65;7.46;0.741;0.721
1039;2910727;EUNÁPOLIS;BA;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;60849;32559;2010.0;575.44;9.28;21.68;11.2;42.49;8.27;0.677;0.687
1040;3204906;SÃO MATEUS;ES;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;64280;32554;2010.0;699.99;22.75;15.06;8.8;37.21;6.45;0.735;0.719
1041;4107652;FAZENDA RIO GRANDE;PR;1;JAIR MESSIAS BOLSONARO;PL;Presidente;62309;32547;2010.0;677.31;2.14;15.08;11.3;41.72;16.21;0.72;0.713
1042;3557105;VOTUPORANGA;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;52435;32545;2010.0;977.39;4.5;16.82;6.97;41.73;21.92;0.79;0.772
1043;4209300;LAGES;SC;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;98414;32531;2010.0;878.34;5.99;17.75;8.62;49.3;12.08;0.77;0.755
1044;4314902;PORTO ALEGRE;RS;1;CIRO FERREIRA GOMES;PDT;Presidente;827993;32531;2010.0;1758.27;0.72;15.99;5.98;63.04;6.25;0.805;0.867
1045;2111201;SÃO JOSÉ DE RIBAMAR;MA;2;JAIR MESSIAS BOLSONARO;PL;Presidente;90444;32509;2010.0;435.4;4.08;20.75;15.42;45.96;5.28;0.708;0.642
1046;3508504;CAÇAPAVA;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;55481;32466;2010.0;871.87;3.24;13.46;6.98;41.62;25.74;0.788;0.754
1047;3134202;ITUIUTABA;MG;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;58095;32408;2010.0;824.46;8.98;16.06;8.42;43.9;15.93;0.739;0.745
1048;1501808;BREVES;PA;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;53763;32399;2010.0;209.14;35.19;13.08;4.38;31.06;11.25;0.503;0.524
1049;3522208;ITAPECERICA DA SERRA;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;92314;32388;2010.0;619.82;1.38;13.67;9.44;54.26;11.64;0.742;0.699
1050;3502804;ARAÇATUBA;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;114023;32370;2010.0;1036.09;3.66;18.22;8.75;51.36;11.95;0.788;0.782
1051;2917508;JACOBINA;BA;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;45400;32313;2010.0;417.88;25.95;18.81;7.06;35.08;5.76;0.649;0.636
1052;3526704;LEME;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;54930;32298;2010.0;746.15;17.04;13.47;8.13;34.2;21.36;0.744;0.729
1053;3147907;PASSOS;MG;2;JAIR MESSIAS BOLSONARO;PL;Presidente;60693;32256;2010.0;802.97;8.88;16.96;8.59;41.37;14.92;0.756;0.741
1054;2308708;MORADA NOVA;CE;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;43468;32225;2010.0;276.36;38.62;12.73;6.48;33.05;5.63;0.61;0.569
1055;4203204;CAMBORIÚ;SC;2;JAIR MESSIAS BOLSONARO;PL;Presidente;44379;32194;2010.0;781.76;2.56;18.96;21.15;43.83;9.4;0.726;0.736
1056;1505502;PARAGOMINAS;PA;2;JAIR MESSIAS BOLSONARO;PL;Presidente;54348;32193;2010.0;507.16;18.39;15.23;9.19;35.28;9.09;0.645;0.667
1057;3143906;MURIAÉ;MG;2;JAIR MESSIAS BOLSONARO;PL;Presidente;60871;32191;2010.0;758.46;6.84;17.52;9.01;42.25;18.25;0.734;0.731
1058;3203205;LINHARES;ES;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;86168;32158;2010.0;711.38;14.71;17.12;8.93;38.66;14.17;0.724;0.721
1059;2601706;BELO JARDIM;PE;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;45650;32048;2010.0;372.93;21.2;17.2;5.93;33.69;16.81;0.629;0.617
1060;4316808;SANTA CRUZ DO SUL;RS;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;83339;32029;2010.0;1036.87;12.96;15.22;6.34;42.05;19.45;0.773;0.782
1061;3504107;ATIBAIA;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;88269;32014;2010.0;1063.52;7.69;15.6;9.6;44.4;15.09;0.765;0.786
1062;4311403;LAJEADO;RS;2;JAIR MESSIAS BOLSONARO;PL;Presidente;48258;31987;2010.0;1130.85;4.46;21.02;7.64;42.89;20.99;0.778;0.796
1063;3148103;PATROCÍNIO;MG;2;JAIR MESSIAS BOLSONARO;PL;Presidente;52304;31972;2010.0;720.59;27.11;15.68;7.45;37.41;7.9;0.729;0.723
1064;2513703;SANTA RITA;PB;2;JAIR MESSIAS BOLSONARO;PL;Presidente;76160;31965;2010.0;328.16;7.25;19.01;9.16;38.21;17.64;0.627;0.597
1065;3201209;CACHOEIRO DE ITAPEMIRIM;ES;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;108189;31960;2010.0;763.71;4.79;20.66;6.8;45.67;13.87;0.746;0.733
1066;3516309;FRANCISCO MORATO;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;95394;31939;2010.0;483.98;0.48;15.52;12.81;49.41;13.19;0.703;0.659
1067;1200203;CRUZEIRO DO SUL;AC;2;JAIR MESSIAS BOLSONARO;PL;Presidente;41669;31936;2010.0;450.06;19.65;15.28;8.25;47.12;3.79;0.664;0.648
1068;3300100;ANGRA DOS REIS;RJ;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;97789;31926;2010.0;798.68;2.21;13.71;13.53;47.69;12.19;0.724;0.74
1069;2919553;LUÍS EDUARDO MAGALHÃES;BA;2;JAIR MESSIAS BOLSONARO;PL;Presidente;54460;31918;2010.0;871.12;15.26;15.98;9.51;40.67;7.02;0.716;0.754
1070;2301000;AQUIRAZ;CE;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;50941;31902;2010.0;352.6;14.62;10.2;9.71;37.57;20.67;0.641;0.608
1071;2303501;CASCAVEL;CE;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;46544;31901;2010.0;309.14;21.25;15.36;7.06;31.05;20.04;0.646;0.587
1072;2108603;PINHEIRO;MA;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;44578;31891;2010.0;292.88;35.11;17.06;9.12;31.07;4.5;0.637;0.579
1073;2402600;CEARÁ-MIRIM;RN;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;44868;31891;2010.0;332.89;15.52;15.98;10.08;39.44;11.48;0.616;0.599
1074;2606200;GOIANA;PE;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;49381;31879;2010.0;364.77;12.64;17.07;7.54;39.77;16.37;0.651;0.614
1075;3171303;VIÇOSA;MG;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;47237;31871;2010.0;892.25;8.19;15.15;10.28;56.38;6.12;0.775;0.758
1076;4211306;NAVEGANTES;SC;2;JAIR MESSIAS BOLSONARO;PL;Presidente;45461;31871;2010.0;756.39;10.11;18.65;9.48;39.52;17.51;0.736;0.731
1077;3170701;VARGINHA;MG;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;80561;31831;2010.0;904.57;5.94;18.38;6.73;46.41;15.51;0.778;0.76
1078;3119401;CORONEL FABRICIANO;MG;1;JAIR MESSIAS BOLSONARO;PL;Presidente;59567;31812;2010.0;685.48;1.99;17.52;9.57;41.82;19.76;0.755;0.715
1079;2103208;CHAPADINHA;MA;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;42981;31808;2010.0;251.75;35.64;14.63;11.37;29.95;5.29;0.604;0.554
1080;2918001;JEQUIÉ;BA;2;JAIR MESSIAS BOLSONARO;PL;Presidente;89517;31782;2010.0;473.92;8.77;18.99;8.83;44.34;13.63;0.665;0.656
1081;3304144;QUEIMADOS;RJ;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;77284;31766;2010.0;484.4;0.63;15.5;12.87;53.65;7.18;0.68;0.659
1082;2100055;AÇAILÂNDIA;MA;2;JAIR MESSIAS BOLSONARO;PL;Presidente;58780;31734;2010.0;438.56;19.79;20.06;8.25;36.07;9.69;0.672;0.643
1083;4319901;SAPIRANGA;RS;2;JAIR MESSIAS BOLSONARO;PL;Presidente;49755;31721;2010.0;713.99;2.27;13.43;5.68;23.7;49.75;0.711;0.722
1084;3522109;ITANHAÉM;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;57648;31700;2010.0;690.67;2.01;19.61;15.76;51.16;4.94;0.745;0.716
1085;2606408;GRAVATÁ;PE;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;50939;31678;2010.0;402.96;20.28;16.21;9.95;39.3;7.62;0.634;0.63
1086;3527207;LORENA;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;48459;31671;2010.0;781.28;3.14;16.07;9.43;50.32;16.41;0.766;0.736
1087;2208007;PICOS;PI;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;43224;31661;2010.0;563.88;14.28;23.12;6.95;45.58;6.7;0.698;0.684
1088;2606200;GOIANA;PE;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;49909;31649;2010.0;364.77;12.64;17.07;7.54;39.77;16.37;0.651;0.614
1089;3539806;POÁ;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;71190;31644;2010.0;664.31;0.48;16.28;7.11;50.0;17.47;0.771;0.71
1090;3133808;ITAÚNA;MG;1;JAIR MESSIAS BOLSONARO;PL;Presidente;54045;31636;2010.0;847.74;3.79;16.31;7.24;41.06;22.57;0.758;0.749
1091;2301109;ARACATI;CE;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;45080;31631;2010.0;349.26;26.68;18.24;6.59;34.39;8.87;0.655;0.607
1092;1301902;ITACOATIARA;AM;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;49428;31621;2010.0;373.71;28.31;16.3;6.7;36.85;5.9;0.644;0.618
1093;3152501;POUSO ALEGRE;MG;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;83105;31617;2010.0;878.26;7.12;17.74;7.35;41.44;17.91;0.774;0.755
1094;5006606;PONTA PORÃ;MS;2;JAIR MESSIAS BOLSONARO;PL;Presidente;50328;31547;2010.0;653.36;20.97;21.23;6.95;41.96;7.02;0.701;0.708
1095;2311801;RUSSAS;CE;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;46168;31463;2010.0;372.43;23.17;14.97;5.41;28.42;24.62;0.674;0.617
1096;4204608;CRICIÚMA;SC;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;117431;31462;2010.0;1062.53;2.74;16.69;7.82;41.61;23.34;0.788;0.786
1097;3547304;SANTANA DE PARNAÍBA;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;78291;31423;2010.0;1858.69;0.82;11.69;8.42;47.46;17.72;0.814;0.876
1098;3171204;VESPASIANO;MG;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;67273;31416;2010.0;539.05;0.93;15.27;13.63;50.67;10.67;0.688;0.677
1099;3132404;ITAJUBÁ;MG;1;JAIR MESSIAS BOLSONARO;PL;Presidente;54180;31321;2010.0;948.2;3.54;18.49;7.8;43.85;18.01;0.787;0.767
1100;3134202;ITUIUTABA;MG;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;56711;31282;2010.0;824.46;8.98;16.06;8.42;43.9;15.93;0.739;0.745
1101;2601706;BELO JARDIM;PE;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;45811;31267;2010.0;372.93;21.2;17.2;5.93;33.69;16.81;0.629;0.617
1102;3305802;TERESÓPOLIS;RJ;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;97495;31265;2010.0;859.79;9.25;15.68;10.06;48.82;8.85;0.73;0.752
1103;4118501;PATO BRANCO;PR;2;JAIR MESSIAS BOLSONARO;PL;Presidente;50977;31260;2010.0;1013.22;8.72;17.88;9.77;45.87;13.32;0.782;0.778
1104;4214805;RIO DO SUL;SC;2;JAIR MESSIAS BOLSONARO;PL;Presidente;40860;31258;2010.0;1114.31;3.94;18.82;6.12;40.72;25.68;0.802;0.793
1105;5220454;SENADOR CANEDO;GO;1;JAIR MESSIAS BOLSONARO;PL;Presidente;64183;31208;2010.0;537.58;2.15;16.42;13.51;48.29;11.12;0.701;0.676
1106;2932903;VALENÇA;BA;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;47726;31207;2010.0;376.23;29.69;16.88;7.5;34.86;5.42;0.623;0.619
1107;2910727;EUNÁPOLIS;BA;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;60666;31206;2010.0;575.44;9.28;21.68;11.2;42.49;8.27;0.677;0.687
1108;2208007;PICOS;PI;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;43612;31183;2010.0;563.88;14.28;23.12;6.95;45.58;6.7;0.698;0.684
1109;5221858;VALPARAÍSO DE GOIÁS;GO;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;70999;31177;2010.0;764.73;0.99;15.63;11.45;56.14;5.69;0.746;0.733
1110;4303103;CACHOEIRINHA;RS;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;78865;31104;2010.0;844.04;0.36;22.4;7.63;45.76;20.5;0.757;0.749
1111;3145208;NOVA SERRANA;MG;1;JAIR MESSIAS BOLSONARO;PL;Presidente;46543;31098;2010.0;659.74;1.99;9.77;4.9;16.41;65.11;0.715;0.709
1112;2928604;SANTO AMARO;BA;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;36634;31026;2010.0;392.75;24.18;15.17;10.33;35.08;9.47;0.646;0.626
1113;3518800;GUARULHOS;SP;1;CIRO FERREIRA GOMES;PDT;Presidente;728550;31003;2010.0;829.91;0.35;14.85;6.11;49.95;18.05;0.763;0.746
1114;3551702;SERTÃOZINHO;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;71637;30990;2010.0;953.23;2.78;13.76;5.7;38.15;29.36;0.761;0.768
1115;2925303;PORTO SEGURO;BA;1;JAIR MESSIAS BOLSONARO;PL;Presidente;78002;30988;2010.0;527.04;9.77;18.65;9.75;49.73;6.57;0.676;0.673
1116;1200203;CRUZEIRO DO SUL;AC;1;JAIR MESSIAS BOLSONARO;PL;Presidente;45201;30977;2010.0;450.06;19.65;15.28;8.25;47.12;3.79;0.664;0.648
1117;2103208;CHAPADINHA;MA;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;42823;30953;2010.0;251.75;35.64;14.63;11.37;29.95;5.29;0.604;0.554
1118;3525003;JANDIRA;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;60890;30942;2010.0;792.33;0.18;12.87;8.55;50.22;17.54;0.76;0.738
1119;4209300;LAGES;SC;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;96372;30942;2010.0;878.34;5.99;17.75;8.62;49.3;12.08;0.77;0.755
1120;1501808;BREVES;PA;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;48992;30930;2010.0;209.14;35.19;13.08;4.38;31.06;11.25;0.503;0.524
1121;3539806;POÁ;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;71190;30920;2010.0;664.31;0.48;16.28;7.11;50.0;17.47;0.771;0.71
1122;2501807;BAYEUX;PB;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;58882;30905;2010.0;376.74;2.49;21.3;9.7;46.36;12.01;0.649;0.619
1123;1504422;MARITUBA;PA;2;JAIR MESSIAS BOLSONARO;PL;Presidente;66953;30886;2010.0;382.02;2.83;25.71;11.78;48.85;4.93;0.676;0.621
1124;4317202;SANTA ROSA;RS;2;JAIR MESSIAS BOLSONARO;PL;Presidente;45768;30871;2010.0;863.61;11.4;17.61;7.81;41.66;19.3;0.769;0.752
1125;3156700;SABARÁ;MG;1;JAIR MESSIAS BOLSONARO;PL;Presidente;73032;30855;2010.0;619.93;1.65;14.87;10.42;52.49;9.85;0.731;0.699
1126;3510500;CARAGUATATUBA;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;75911;30819;2010.0;773.99;1.76;17.26;12.98;50.38;4.75;0.759;0.735
1127;5204508;CALDAS NOVAS;GO;2;JAIR MESSIAS BOLSONARO;PL;Presidente;47954;30802;2010.0;794.78;4.66;17.01;11.17;51.79;7.42;0.733;0.739
1128;3504503;AVARÉ;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;48419;30775;2010.0;854.42;8.46;17.04;7.39;46.64;15.3;0.767;0.751
1129;3555406;UBATUBA;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;53447;30761;2010.0;803.5;3.54;15.88;14.53;57.27;4.58;0.751;0.741
1130;3534401;OSASCO;SP;1;SIMONE NASSAR TEBET;MDB;Presidente;440935;30725;2010.0;1003.4;0.2;15.57;5.73;54.98;12.07;0.776;0.776
1131;3200607;ARACRUZ;ES;2;JAIR MESSIAS BOLSONARO;PL;Presidente;53611;30692;2010.0;695.25;11.91;12.86;10.19;43.38;14.24;0.752;0.717
1132;2308708;MORADA NOVA;CE;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;43891;30684;2010.0;276.36;38.62;12.73;6.48;33.05;5.63;0.61;0.569
1133;3503901;ARUJÁ;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;53512;30665;2010.0;910.67;2.9;15.16;8.0;43.86;21.87;0.784;0.761
1134;3204906;SÃO MATEUS;ES;2;JAIR MESSIAS BOLSONARO;PL;Presidente;63674;30656;2010.0;699.99;22.75;15.06;8.8;37.21;6.45;0.735;0.719
1135;2906006;CAMPO FORMOSO;BA;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;43098;30654;2010.0;270.05;50.62;10.89;4.75;24.9;3.76;0.586;0.566
1136;3148004;PATOS DE MINAS;MG;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;86905;30612;2010.0;843.57;12.47;18.13;8.68;46.48;10.41;0.765;0.749
1137;3523909;ITU;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;93650;30597;2010.0;1038.14;2.14;14.76;8.52;44.7;21.45;0.773;0.782
1138;1302504;MANACAPURU;AM;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;56436;30532;2010.0;342.58;34.52;16.44;6.05;30.85;8.0;0.614;0.604
1139;2906006;CAMPO FORMOSO;BA;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;42812;30504;2010.0;270.05;50.62;10.89;4.75;24.9;3.76;0.586;0.566
1140;2304400;FORTALEZA;CE;1;SIMONE NASSAR TEBET;MDB;Presidente;1507639;30491;2010.0;846.36;0.8;20.23;6.23;51.55;13.8;0.754;0.749
1141;3144805;NOVA LIMA;MG;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;59635;30489;2010.0;1731.84;1.13;12.13;8.97;54.49;8.67;0.813;0.864
1142;3529302;MATÃO;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;49942;30481;2010.0;940.44;8.09;14.19;5.78;35.09;29.43;0.773;0.766
1143;4119509;PIRAQUARA;PR;2;JAIR MESSIAS BOLSONARO;PL;Presidente;53451;30480;2010.0;581.74;2.41;13.47;13.71;46.54;15.43;0.7;0.689
1144;3171204;VESPASIANO;MG;1;JAIR MESSIAS BOLSONARO;PL;Presidente;67273;30471;2010.0;539.05;0.93;15.27;13.63;50.67;10.67;0.688;0.677
1145;2609907;OURICURI;PE;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;35487;30469;2010.0;291.75;36.04;14.01;7.46;28.87;4.61;0.572;0.578
1146;2616407;VITÓRIA DE SANTO ANTÃO;PE;1;JAIR MESSIAS BOLSONARO;PL;Presidente;80213;30453;2010.0;401.16;15.59;20.79;7.29;37.25;10.22;0.64;0.629
1147;4301602;BAGÉ;RS;2;JAIR MESSIAS BOLSONARO;PL;Presidente;65752;30449;2010.0;795.56;10.06;15.75;6.14;49.46;7.34;0.74;0.739
1148;1504703;MOJU;PA;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;42206;30445;2010.0;291.67;53.16;12.34;3.46;19.55;8.05;0.547;0.578
1149;3304144;QUEIMADOS;RJ;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;76935;30421;2010.0;484.4;0.63;15.5;12.87;53.65;7.18;0.68;0.659
1150;2305233;HORIZONTE;CE;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;47110;30336;2010.0;322.78;6.42;9.6;8.62;24.79;45.65;0.658;0.594
1151;2611606;RECIFE;PE;1;SIMONE NASSAR TEBET;MDB;Presidente;996696;30307;2010.0;1144.26;0.66;19.36;5.65;59.59;6.6;0.772;0.798
1152;3507506;BOTUCATU;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;81574;30302;2010.0;1089.1;5.51;13.87;7.51;50.94;16.85;0.8;0.79
1153;3549102;SÃO JOÃO DA BOA VISTA;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;51637;30283;2010.0;998.31;7.19;17.25;8.94;43.76;13.51;0.797;0.776
1154;1504703;MOJU;PA;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;43560;30251;2010.0;291.67;53.16;12.34;3.46;19.55;8.05;0.547;0.578
1155;2311306;QUIXADÁ;CE;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;47017;30241;2010.0;317.66;26.5;17.14;7.23;35.83;8.63;0.659;0.592
1156;2501807;BAYEUX;PB;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;59310;30224;2010.0;376.74;2.49;21.3;9.7;46.36;12.01;0.649;0.619
1157;2928604;SANTO AMARO;BA;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;37085;30223;2010.0;392.75;24.18;15.17;10.33;35.08;9.47;0.646;0.626
1158;2301109;ARACATI;CE;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;45027;30215;2010.0;349.26;26.68;18.24;6.59;34.39;8.87;0.655;0.607
1159;4307906;FARROUPILHA;RS;1;JAIR MESSIAS BOLSONARO;PL;Presidente;45472;30199;2010.0;1045.05;10.57;15.04;4.72;27.08;34.81;0.777;0.783
1160;2903201;BARREIRAS;BA;1;JAIR MESSIAS BOLSONARO;PL;Presidente;82598;30197;2010.0;602.82;12.34;21.37;8.05;45.32;5.35;0.721;0.695
1161;4310207;IJUÍ;RS;2;JAIR MESSIAS BOLSONARO;PL;Presidente;51489;30188;2010.0;1066.65;12.96;18.65;7.41;46.5;10.42;0.781;0.786
1162;2207702;PARNAÍBA;PI;2;JAIR MESSIAS BOLSONARO;PL;Presidente;87942;30185;2010.0;479.58;8.5;24.02;10.03;46.56;7.58;0.687;0.658
1163;2109908;SANTA INÊS;MA;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;45523;30176;2010.0;411.04;10.31;29.23;8.45;41.55;6.08;0.674;0.633
1164;3519709;IBIÚNA;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;45280;30098;2010.0;624.55;24.77;13.97;8.98;38.53;8.06;0.71;0.7
1165;3504008;ASSIS;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;53393;30077;2010.0;967.39;4.95;20.01;8.29;52.92;8.86;0.805;0.771
1166;4207502;INDAIAL;SC;2;JAIR MESSIAS BOLSONARO;PL;Presidente;38101;30063;2010.0;945.33;4.53;14.51;8.54;24.25;43.69;0.777;0.767
1167;1506138;REDENÇÃO;PA;1;JAIR MESSIAS BOLSONARO;PL;Presidente;46973;30037;2010.0;529.54;17.32;19.73;8.87;38.79;6.54;0.672;0.674
1168;4118402;PARANAVAÍ;PR;1;JAIR MESSIAS BOLSONARO;PL;Presidente;49102;30000;2010.0;852.66;11.68;19.25;9.08;43.23;12.84;0.763;0.75
1169;2610905;PESQUEIRA;PE;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;36658;29993;2010.0;329.16;35.47;14.73;5.64;30.33;9.47;0.61;0.597
